name,year,place,chef,category,location,ranking
DA/BA,2011,DA/BA,Daniel Nilsson,Best Chef: Northeast,"Hudson, New York",Semifinalist
Avenues at the Peninsula,2011,Avenues at the Peninsula,,Outstanding Wine Service,"Chicago, Illinois",Semifinalist
Savona,2011,Savona,,Outstanding Wine Service,"Gulph Mills, Pennsylvania",Semifinalist
Wildflour Pastry,2011,Wildflour Pastry,Lauren Mitterer,Outstanding Pastry Chef,"Charleston, South Carolina",Semifinalist
Star Noodle,2011,Star Noodle,Sheldon Simeon,Rising Star Chef of the Year,"Lahaina, Hawaii",Semifinalist
The Modern,2011,The Modern,,Outstanding Wine Service,"New York, New York",Winner
R bistro,2011,R bistro,Regina Mehallick,Best Chef: Great Lakes,"Indianapolis, Indiana",Semifinalist
Soto,2011,Soto,Sotohiro Kosugi,Best Chef: New York City,"New York, New York",Semifinalist
"Boulevard, Epic Roasthouse, Farallon, JardiniçŒ«re, Martini House, Nick's Cove, and Waterbar",2011,"Boulevard, Epic Roasthouse, Farallon, JardiniçŒ«re, Martini House, Nick's Cove, and Waterbar",Pat Kuleto,Outstanding Restaurateur,"San Francisco, California",Nominee
Bonne Soiree,2011,Bonne Soiree,Chip Smith,Best Chef: Southeast,"Chapel Hill, North Carolina",Semifinalist
Hungry Ghost Bread,2011,Hungry Ghost Bread,Cheryl Maffei,Outstanding Pastry Chef,"Northhampton, Massachusetts",Semifinalist
Peels,2011,Peels,Shuna Fish Lydon,Outstanding Pastry Chef,"New York, New York",Semifinalist
Olivea,2011,Olivea,Yasmin Lozada-Hissom,Outstanding Pastry Chef,"Denver, Colorado",Semifinalist
Lincoln,2011,Lincoln,Jenn Louis,Best Chef: Northwest,"Portland, Oregon",Semifinalist
Lucca,2011,Lucca,Stephen Logsdon,Best Chef: Midwest,"Des Moines, Iowa",Semifinalist
Ristorante Del Porto,2011,Ristorante Del Porto,David Solazzo,Best Chef: South,"Covington, Louisiana",Semifinalist
European Cellars,2011,European Cellars,Eric Solomon,Outstanding Wine & Spirits Professional,"Charlotte, North Carolina",Semifinalist
Nudel,2011,Nudel,Bjorn Somlo,Rising Star Chef of the Year,"Lenox, Massachusetts",Semifinalist
Salt of the Earth,2011,Salt of the Earth,,Best New Restaurant,"Pittsburgh, Pennsylvania",Semifinalist
Ubuntu,2011,Ubuntu,Aaron London,Rising Star Chef of the Year,"Napa, California",Nominee
Kelly Liken,2011,Kelly Liken,Kelly Liken,Best Chef: Southwest,"Vail, Colorado",Semifinalist
Corton,2011,Corton,Paul Liebrandt,Best Chef: New York City,"New York, New York",Semifinalist
Sprout,2011,Sprout,Dale Levitski,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Recette,2011,Recette,,Best New Restaurant,"New York, New York",Semifinalist
Suzanne Fine Regional Cuisine,2011,Suzanne Fine Regional Cuisine,Suzanne Stack,Best Chef: Northeast,"Lodi, New York",Semifinalist
The Publican,2011,The Publican,JNL Graphic Design,Outstanding Restaurant Graphics,"Chicago, Illinois",Nominee
Quiessence,2011,Quiessence,Gregory LaPrad,Rising Star Chef of the Year,"Phoenix, Arizona",Semifinalist
Barbuzzo,2011,Barbuzzo,Erin Stafford,Outstanding Pastry Chef,"Philadelphia, Pennsylvania",Semifinalist
Bibiana,2011,Bibiana,Nicholas Stefanelli,Rising Star Chef of the Year,"Washington, District of Columbia",Semifinalist
Lincoln Cafe,2011,Lincoln Cafe,Matt Steigerwald,Best Chef: Midwest,"Mt. Vernon, Iowa",Semifinalist
Gramercy Tavern,2011,Gramercy Tavern,Michael Anthony,Best Chef: New York City,,Nominee
Lacroix at the Rittenhouse Hotel,2011,Lacroix at the Rittenhouse Hotel,,Outstanding Service,"Philadelphia, Pennsylvania",Semifinalist
The Copper Canyon Restaurant,2011,The Copper Canyon Restaurant,Michael Krikorian,Best Chef: Mid-Atlantic,"Atlantic Highlands, New Jersey",Semifinalist
"Fish Out of Water, WaterColor Inn & Resort",2011,"Fish Out of Water, WaterColor Inn & Resort",Philip Krajeck,Best Chef: South,"Santa Rosa Beach, Florida",Semifinalist
Park Avenue,2011,Park Avenue,Craig Koketsu,Best Chef: New York City,"New York, New York",Semifinalist
Craigie On Main,2011,Craigie On Main,Tony Maws,Best Chef: Northeast,"Cambridge, Massachusetts",Winner
Artisan,2011,Artisan,Chris Kobayashi,Best Chef: Pacific,"Paso Robles, California",Semifinalist
Wilshire,2011,Wilshire,Andrew Kirschner,Best Chef: Pacific,"Santa Monica, California",Semifinalist
Bootsie's Heritage Cafe,2011,Bootsie's Heritage Cafe,,Best New Restaurant,"Tomball, Texas",Semifinalist
flour + water,2011,flour + water,Thomas McNaughton,Rising Star Chef of the Year,"San Francisco, California",Nominee
Spinasse,2011,Spinasse,Jason Stratton,Best Chef: Northwest,"Seattle, Washington",Semifinalist
Noriega's,2011,Noriega's,,America's Classics,"Bakersfield, California",Winner
Noriega Restaurant and Hotel,2011,Noriega Restaurant and Hotel,,America's Classics,"Bakersfield, California",Winner
Cafe Dupont,2011,Cafe Dupont,Chris Dupont,Best Chef: South,"Birmingham, Alabama",Semifinalist
Lettuce Entertain You Enterprises,2011,Lettuce Entertain You Enterprises,Richard Melman,Outstanding Restaurateur,"Chicago, Illinois",Winner
Fond,2011,Fond,Lee Styer,Rising Star Chef of the Year,"Philadelphia, Pennsylvania",Semifinalist
The Drawing Room,2011,The Drawing Room,Charles Joly,Outstanding Wine & Spirits Professional,"Chicago, Illinois",Semifinalist
Porchetta,2011,Porchetta,Sara Jenkins,Best Chef: New York City,"New York, New York",Semifinalist
3030 Ocean at Marriott Harbor Beach Resort & Spa,2011,3030 Ocean at Marriott Harbor Beach Resort & Spa,Dean James Max,Best Chef: South,"Fort Lauderdale, Florida",Semifinalist
Baru 66,2011,Baru 66,,Best New Restaurant,"Windsor Heights, Iowa",Semifinalist
Four Square,2011,Four Square,Shane Ingram,Best Chef: Southeast,"Durham, North Carolina",Semifinalist
Victoria & Albert's,2011,Victoria & Albert's,Scott Hunnel,Best Chef: South,"Lake Buena Vista, Florida",Semifinalist
etoile Restaurant at Domaine Chandon,2011,etoile Restaurant at Domaine Chandon,Perry Hoffman,Rising Star Chef of the Year,"Yountville, California",Semifinalist
Higgins Restaurant and Bar,2011,Higgins Restaurant and Bar,,Outstanding Restaurant,"Portland, Oregon",Semifinalist
wd~50,2011,wd~50,Wylie Dufresne,Best Chef: New York City,,Nominee
minibar,2011,minibar,José Andrés,Outstanding Chef,"Washington, District of Columbia",Winner
"Davanti Enoteca, DiSotto Enoteca, Dough Boys, Fat Rosie's, Francesca's, Osteria Ottimo, Purple Pig, and Salatino's",2011,"Davanti Enoteca, DiSotto Enoteca, Dough Boys, Fat Rosie's, Francesca's, Osteria Ottimo, Purple Pig, and Salatino's",Scott Harris,Outstanding Restaurateur,"Chicago, Illinois",Semifinalist
The Green Cup,2011,The Green Cup,Json Gulisano,Best Chef: Northeast,"Waitsfield, Vermont",Semifinalist
Kevin Zraly,2011,Kevin Zraly,,Lifetime Achievement,,Winner
Tabard Inn,2011,Tabard Inn,Huw Griffiths,Outstanding Pastry Chef,"Washington, District of Columbia",Semifinalist
BLT Steak at the Betsy Hotel,2011,BLT Steak at the Betsy Hotel,Sam Gorenstein,Rising Star Chef of the Year,"Miami Beach, Florida",Semifinalist
KOO ZEE DOO,2011,KOO ZEE DOO,Carla Goncalves,Outstanding Pastry Chef,"Philadelphia, Pennsylvania",Semifinalist
Garden at the Cellar,2011,Garden at the Cellar,Will Gilson,Rising Star Chef of the Year,"Cambridge, Massachusetts",Semifinalist
Mina Group,2011,Mina Group,Rajat Parr,Outstanding Wine & Spirits Professional,"San Francisco, California",Nominee
ChoLon,2011,ChoLon,,Best New Restaurant,"Denver, Colorado",Semifinalist
COI,2011,COI,Daniel Patterson,Best Chef: Pacific,"San Francisco, California",Nominee
Lola,2011,Lola,Michael Symon,Outstanding Chef,"Cleveland, Ohio",Semifinalist
RioMar,2011,RioMar,Adolfo Garcia,Best Chef: South,"New Orleans, Louisiana",Semifinalist
Amada,2011,Amada,Jose Garces,Outstanding Chef,"Philadelphia, Pennsylvania",Semifinalist
Spring Hill,2011,Spring Hill,Mark Fuller,Best Chef: Northwest,"Seattle, Washington",Semifinalist
Charles Phan,2011,Charles Phan,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
Commonwealth,2011,Commonwealth,,Best New Restaurant,"San Francisco, California",Semifinalist
Masa,2011,Masa,Masa Takayama,Best Chef: New York City,"New York, New York",Semifinalist
Tarbell's,2011,Tarbell's,,Outstanding Wine Service,"Phoenix, Arizona",Semifinalist
"Dahlia Bakery, Dahlia Lounge, Etta's, Lola, Palace Kitchen, Seatown Seabar & Rotisserie, and Serious Pie",2011,"Dahlia Bakery, Dahlia Lounge, Etta's, Lola, Palace Kitchen, Seatown Seabar & Rotisserie, and Serious Pie",Tom Douglas,Outstanding Restaurateur,"Seattle, Washington",Nominee
The Old Inn On the Green,2011,The Old Inn On the Green,Peter Platt,Best Chef: Northeast,"New Marlborough, Massachusetts",Semifinalist
Telepan,2011,Telepan,Bill Telepan,Best Chef: New York City,"New York, New York",Semifinalist
Henri,2011,Henri,Dirk Flanigan,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Restaurant Six89,2011,Restaurant Six89,Mark Fischer,Best Chef: Southwest,"Carbondale, Colorado",Semifinalist
Chipotle Mexican Grill,2011,Chipotle Mexican Grill,Steve Ells,Outstanding Restaurateur,,Semifinalist
Kaya,2011,Kaya,Sean Ehland,Rising Star Chef of the Year,"Pittsburgh, Pennsylvania",Semifinalist
Cafe on the Green at Four Seasons Resort and Club Dallas at Las Colinas,2011,Cafe on the Green at Four Seasons Resort and Club Dallas at Las Colinas,,Outstanding Wine Service,"Irving, Texas",Semifinalist
Dressler,2011,Dressler,Polo Dobkin,Best Chef: New York City,"Brooklyn, New York",Semifinalist
Manzo,2011,Manzo,Michael Toscano,Rising Star Chef of the Year,"New York, New York",Semifinalist
RDG + Bar Annie,2011,RDG + Bar Annie,Robert Del Grande,Outstanding Chef,"Houston, Texas",Semifinalist
Lone Mountain Ranch,2011,Lone Mountain Ranch,Ian Troxler,Best Chef: Northwest,"Big Sky, Montana",Semifinalist
True,2011,True,Wesley True,Best Chef: South,"Mobile, Alabama",Semifinalist
D'Amico & Partners,2011,D'Amico & Partners,Richard D'Amico,Outstanding Restaurateur,"Minneapolis, Minnesota",Semifinalist
Herons at the Umstead Hotel & Spa,2011,Herons at the Umstead Hotel & Spa,Scott Crawford,Best Chef: Southeast,"Cary, North Carolina",Semifinalist
Toast,2011,Toast,Natoma Architects Inc.,Outstanding Restaurant Design,,Nominee
Hinterland,2011,Hinterland,Dan Van Rite,Best Chef: Midwest,"Milwaukee, Wisconsin",Semifinalist
Pok Pok,2011,Pok Pok,Andy Ricker,Best Chef: Northwest,"Portland, Oregon",Winner
Cordua Restaurants,2011,Cordua Restaurants,Michael Cordua,Outstanding Restaurateur,"Houston, Texas",Semifinalist
Crush,2011,Crush,Christopher Vane,Best Chef: Northwest,"Anchorage, Alaska",Semifinalist
Scarpetta,2011,Scarpetta,Scott Conant,Best Chef: New York City,"New York, New York",Semifinalist
The Common Grill,2011,The Common Grill,Craig Common,Best Chef: Great Lakes,"Chelsea, Michigan",Semifinalist
The Flatiron Cafe,2011,The Flatiron Cafe,Jennifer Coco,Best Chef: Midwest,"Omaha, Nebraska",Semifinalist
Palladio at Barboursville Vineyards,2011,Palladio at Barboursville Vineyards,Melissa Close-Hart,Best Chef: Mid-Atlantic,"Barboursville, Virginia",Semifinalist
A-Frame,2011,A-Frame,,Best New Restaurant,"Los Angeles, California",Semifinalist
Poole's,2011,Poole's,Ashley Christensen,Best Chef: Southeast,"Raleigh, North Carolina",Semifinalist
Chef Mavro,2011,Chef Mavro,Kevin Chong,Best Chef: Pacific,"Honolulu, Hawaii",Semifinalist
2941 Restaurant,2011,2941 Restaurant,Bertrand Chemel,Best Chef: Mid-Atlantic,"Falls Church, Virginia",Semifinalist
Myles Restaurant Group,2011,Myles Restaurant Group,Myles Chefetz,Outstanding Restaurateur,"Miami Beach, Florida",Semifinalist
!Duino! (Duende),2011,!Duino! (Duende),Nathaniel Wade,Best Chef: Northeast,"Burlington, Vermont",Semifinalist
Saffron Restaurant & Lounge,2011,Saffron Restaurant & Lounge,Sameh Wadi,Rising Star Chef of the Year,"Minneapolis, Minnesota",Semifinalist
Heartland,2011,Heartland,Lenny Russo,Best Chef: Midwest,"St. Paul, Minnesota",Nominee
o ya,2011,o ya,Tim Cushman,Best Chef: Northeast,"Boston, Massachusetts",Nominee
Lazy Ox Canteen,2011,Lazy Ox Canteen,Josef Centeno,Best Chef: Pacific,"Los Angeles, California",Semifinalist
43 North,2011,43 North,Justin Carlisle,Best Chef: Midwest,"Madison, Wisconsin",Semifinalist
Mindy's HotChocolate,2011,Mindy's HotChocolate,Mindy Segal,Outstanding Pastry Chef,"Chicago, Illinois",Nominee
Bill White Enterprises,2011,Bill White Enterprises,Bill White,Outstanding Restaurateur,"Park City, Utah",Semifinalist
Joseph Decuis,2011,Joseph Decuis,Aaron Butts,Best Chef: Great Lakes,"Roanoke, Indiana",Semifinalist
Patois,2011,Patois,Aaron Burgau,Best Chef: South,"New Orleans, Louisiana",Semifinalist
Mercato,2011,Mercato,Francesco Buitoni,Best Chef: Northeast,"Red Hook, New York",Semifinalist
L'Albatros,2011,L'Albatros,Zack Bruell,Best Chef: Great Lakes,"Cleveland, Ohio",Semifinalist
Downtown Kitchen + Cocktails,2011,Downtown Kitchen + Cocktails,Janos Wilder,Outstanding Chef,"Tucson, Arizona",Semifinalist
Momocho,2011,Momocho,Eric Williams,Best Chef: Great Lakes,"Cleveland, Ohio",Semifinalist
Brick 29 Bistro,2011,Brick 29 Bistro,Dustan Bristol,Best Chef: Northwest,"Nampa, Idaho",Semifinalist
Summit at the Broadmoor,2011,Summit at the Broadmoor,Bertrand Bouquin,Best Chef: Southwest,"Colorado Springs, Colorado",Semifinalist
The Mansion Restaurant at Rosewood Mansion on Turtle Creek,2011,The Mansion Restaurant at Rosewood Mansion on Turtle Creek,,Outstanding Restaurant,"Dallas, Texas",Semifinalist
Stella!,2011,Stella!,Scott Boswell,Best Chef: South,"New Orleans, Louisiana",Semifinalist
Bonnano Concepts,2011,Bonnano Concepts,Frank Bonnano,Outstanding Restaurateur,"Denver, Colorado",Semifinalist
Crook's Corner,2011,Crook's Corner,,America's Classics,"Chapel Hill, North Carolina",Winner
Saul,2011,Saul,Saul Bolton,Best Chef: New York City,"Brooklyn, New York",Semifinalist
Lilette,2011,Lilette,Beth Biundo,Outstanding Pastry Chef,"New Orleans, Louisiana",Semifinalist
Tito's Handmade Vodka,2011,Tito's Handmade Vodka,Tito Beveridge,Outstanding Wine & Spirits Professional,"Austin, Texas",Semifinalist
Dragonfly Neo-V Cuisine,2011,Dragonfly Neo-V Cuisine,Magdiale Wolmark,Best Chef: Great Lakes,"Columbus, Ohio",Semifinalist
Sybaris,2011,Sybaris,Matt Bennett,Best Chef: Northwest,"Albany, Oregon",Semifinalist
Christina Starr,2011,Christina Starr,,Humanitarian of the Year,,Winner
Blackberry Farm,2011,Blackberry Farm,,Outstanding Wine Service,"Walland, Tennessee",Nominee
big Burrito Restaurant Group,2011,big Burrito Restaurant Group,Tom Baron,Outstanding Restaurateur,"Pittsburgh, Pennsylvania",Semifinalist
Reef,2011,Reef,Bryan Caswell,Best Chef: Southwest,"Houston, Texas",Nominee
Magnolia Grill,2011,Magnolia Grill,,Outstanding Restaurant,"Durham, North Carolina",Semifinalist
Frank Stitt,2011,Frank Stitt,,Who's Who of Food & Beverage in America,"Birmingham, Alabama",Winner
Annie Gunn's,2011,Annie Gunn's,,Outstanding Wine Service,"Chesterfield, Missouri",Semifinalist
Sugarcane Raw Bar Grill,2011,Sugarcane Raw Bar Grill,,Best New Restaurant,"Miami, Florida",Semifinalist
,2011,,,Outstanding Restaurant,"Birmingham, Alabama",Nominee
Mas (farmhouse),2011,Mas (farmhouse),Galen Zamarra,Best Chef: New York City,"New York, New York",Semifinalist
Gather,2011,Gather,Sean Baker,Rising Star Chef of the Year,"Berkeley, California",Semifinalist
Fraiche,2011,Fraiche,Benjamin Bailly,Rising Star Chef of the Year,"Culver CIty, California",Semifinalist
Cochon,2011,Cochon,Stephen Stryjewski,Best Chef: South,"New Orleans, Louisiana",Winner
,2011,,,Outstanding Wine Service,"Bouder, Colorado",Nominee
"ABC Kitchen, Co., Gigino Trattoria, Gigino Wagner Park, Jean Georges, JoJo, J&G Steakhouse, Market, The Mark Restaurant by Jean Georges, Mercer Kitchen, Perry St, Pipa, Prime Steakhouse, Spice Market, and wd~50",2011,"ABC Kitchen, Co., Gigino Trattoria, Gigino Wagner Park, Jean Georges, JoJo, J&G Steakhouse, Market, The Mark Restaurant by Jean Georges, Mercer Kitchen, Perry St, Pipa, Prime Steakhouse, Spice Market, and wd~50",Phil Suarez,Outstanding Restaurateur,,Nominee
The Greene House,2011,The Greene House,Andrew Ashmore,Rising Star Chef of the Year,"Scottsdale, Arizona",Semifinalist
Drew's Bayshore Bistro,2011,Drew's Bayshore Bistro,Andrew Araneo,Best Chef: Mid-Atlantic,"Keyport, New Jersey",Semifinalist
Blantyre,2011,Blantyre,,Outstanding Service,"Lenox, Massachusetts",Semifinalist
Blue Ribbon Restaurants,2011,Blue Ribbon Restaurants,Eric/Bruce Bromberg,Outstanding Restaurateur,"New York, New York",Nominee
Momofuku Milk Bar,2011,Momofuku Milk Bar,Christina Tosi,Rising Star Chef of the Year,"New York, New York",Nominee
Waterloo & City,2011,Waterloo & City,,Best New Restaurant,"Culver City, California",Semifinalist
Le Veau d'Or,2011,Le Veau d'Or,,America's Classics,"New York, New York",Winner
Cafe Boulud at the Brazilian Court,2011,Cafe Boulud at the Brazilian Court,Zach Bell,Best Chef: South,"Palm Beach, Florida",Nominee
"The National Bar and Dining Rooms, NYC",2011,"The National Bar and Dining Rooms, NYC",Love and War,Outstanding Restaurant Graphics,"New York, New York",Winner
Shepherd's Pie,2011,Shepherd's Pie,,Best New Restaurant,"Rockport, Maine",Semifinalist
Nick Valenti,2011,Nick Valenti,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Prospect,2011,Prospect,,Best New Restaurant,"San Francisco, California",Semifinalist
Old Rip Van Winkle Distillery,2011,Old Rip Van Winkle Distillery,Julian Van Winkle,Outstanding Wine & Spirits Professional,"Louisville, Kentucky",Winner
,2011,,,Outstanding Wine Service,"Walland, Tennessee",Nominee
Topolobampo,2011,Topolobampo,,Outstanding Service,"Chicago, Illinois",Nominee
L' Artusi,2011,L' Artusi,Katie Barcelona,Outstanding Restaurant Graphics,"New York, New York",Nominee
Nobuo at Teeter House,2011,Nobuo at Teeter House,,Best New Restaurant,"Phoenix, Arizona",Semifinalist
Kushi Izakaya & Sushi,2011,Kushi Izakaya & Sushi,,Best New Restaurant,"Washington, District of Columbia",Semifinalist
Estadio,2011,Estadio,,Best New Restaurant,"Washington, District of Columbia",Semifinalist
Elise Coastal Dining,2011,Elise Coastal Dining,,Best New Restaurant,"Pensacola, Florida",Semifinalist
Watts Tea Shop,2011,Watts Tea Shop,,America's Classics,"Milwaukee, Wisconsin",Winner
Zingerman's Roadhouse,2011,Zingerman's Roadhouse,Alex Young,Best Chef: Great Lakes,"Ann Arbor, Michigan",Winner
China Poblano at the Cosmopolitan,2011,China Poblano at the Cosmopolitan,,Best New Restaurant,"Las Vegas, Nevada",Semifinalist
Charleston Grill at the Charleston Place Hotel,2011,Charleston Grill at the Charleston Place Hotel,,Outstanding Service,"Charleston, South Carolina",Semifinalist
Biga on the Banks,2011,Biga on the Banks,Bruce Auden,Best Chef: Southwest,"San Antonio, Texas",Nominee
A Voce,2011,A Voce,Missy Robbins,Best Chef: New York City,"New York, New York",Semifinalist
Q Cuisine,2011,Q Cuisine,Daniel Roberts,Best Chef: Northwest,"Billings, Montana",Semifinalist
The Biltmore,2011,The Biltmore,,Outstanding Wine Service,"Coral Gables, Florida",Semifinalist
Delta Bistro,2011,Delta Bistro,Taylor Bowen-Ricketts,Best Chef: South,"Greenwood, Mississippi",Semifinalist
Arturo's,2011,Arturo's,Dan Richer,Rising Star Chef of the Year,"Maplewood, New Jersey",Semifinalist
"Ashley's, The Capital Hotel",2011,"Ashley's, The Capital Hotel",Lee Richardson,Best Chef: South,"Little Rock, Arkansas",Semifinalist
Blackfish,2011,Blackfish,Charles Roman,Best Chef: Mid-Atlantic,"Conshohocken, Pennsylvania",Semifinalist
Catch,2011,Catch,Keith Rhodes,Best Chef: Southeast,"Wilmington, North Carolina",Semifinalist
Rosenthal Wine Merchant,2011,Rosenthal Wine Merchant,Neal Rosenthal,Outstanding Wine & Spirits Professional,"Shekomeko, New York",Semifinalist
"Palme d'Or, Biltmore",2011,"Palme d'Or, Biltmore",Philipe Ruiz,Best Chef: South,"Coral Gables, Florida",Semifinalist
Montagna at the Little Nell,2011,Montagna at the Little Nell,Ryan Hardy,Best Chef: Southwest,"Aspen, Colorado",Nominee
Tina Gonsalves,2011,Tina Gonsalves,,Humanitarian of the Year,,Winner
