name,year,place,chef,category,location,ranking
Moxy Restaurant,2016,Moxy Restaurant,Matthew Louis,Best Chef: Northeast,"Portsmouth, New Hampshire",Semifinalist
Banyan Bar + Refuge,2016,Banyan Bar + Refuge,Phillip Tang,Best Chef: Northeast,"Boston, Massachusetts",Semifinalist
Saam at the Bazaar by José Andrés,2016,Saam at the Bazaar by José Andrés,,Outstanding Service,"Beverly Hills, California",Semifinalist
Oxheart,2016,Oxheart,Justin Yu,Best Chef: Southwest,"Houston, Texas",Winner
Millwright’s Restaurant,2016,Millwright’s Restaurant,Tyler Anderson,Best Chef: Northeast,"Simsbury, Connecticut",Semifinalist
Restaurant North,2016,Restaurant North,Eric Gabrynowicz,Best Chef: Northeast,"Armonk, New York",Semifinalist
Addison Restaurant,2016,Addison Restaurant,,Outstanding Wine Program,"San Diego, California",Semifinalist
Grace,2016,Grace,Curtis Duffy,Best Chef: Great Lakes,"Chicago, Illinois",Winner
Restaurant Gary Danko,2016,Restaurant Gary Danko,,Outstanding Restaurant,"San Francisco, California",Semifinalist
Aubergine at L’Auberge Carmel,2016,Aubergine at L’Auberge Carmel,,Outstanding Service,"Carmel-by-the-Sea, California",Semifinalist
SoLo Farm & Table,2016,SoLo Farm & Table,Wesley Genovart,Best Chef: Northeast,"South Londonderry, Vermont",Semifinalist
Bacchanalia,2016,Bacchanalia,,Outstanding Service,"Atlanta, Georgia",Semifinalist
Aldea,2016,Aldea,George Mendes,Best Chef: New York City,"New York, New York",Semifinalist
Leah Chase,2016,Leah Chase,,Lifetime Achievement,Dooky Chase's Restaurant,Winner
Baker Miller Bakery & Millhouse,2016,Baker Miller Bakery & Millhouse,Dave Miller,Outstanding Baker,"Chicago, Illinois",Semifinalist
Animal,2016,Animal,Vinny Dotolo,Best Chef: West,"Los Angeles, California",Winner
Lafayette,2016,Lafayette,Jennifer Yee,Outstanding Pastry Chef,"New York, New York",Nominee
Misery Loves Co.,2016,Misery Loves Co.,Aaron Josinsky,Best Chef: Northeast,"Winooski, Vermont",Semifinalist
Marta,2016,Marta,Nick Anderer,Best Chef: New York City,"New York, New York",Semifinalist
Fork,2016,Fork,,Outstanding Restaurant,"Philadelphia, Pennsylvania",Semifinalist
Narcissa,2016,Narcissa,John Fraser,Best Chef: New York City,"New York, New York",Semifinalist
Frankies 457,2016,Frankies 457,,Outstanding Restaurant,"Brooklyn, New York",Semifinalist
Alinea,2016,Alinea,,Outstanding Restaurant,"Chicago, Illinois",Winner
Perennial Virant,2016,Perennial Virant,Edward Sura,Rising Star Chef of the Year,"Chicago, Illinois",Semifinalist
Lincoln Ristorante,2016,Lincoln Ristorante,Jonathan Benno,Best Chef: New York City,"New York, New York",Semifinalist
Batard,2016,Batard,Markus Glocker,Best Chef: New York City,"New York, New York",Semifinalist
Foreign Cinema,2016,Foreign Cinema,,Outstanding Restaurant,"San Francisco, California",Semifinalist
La Petite Grocery,2016,La Petite Grocery,Justin Devillier,Best Chef: South,"New Orleans, Louisiana",Winner
Eat Me Speak Me,2016,Eat Me Speak Me,Jarrett Stieber,Rising Star Chef of the Year,"Atlanta, Georgia",Semifinalist
Fruition,2016,Fruition,Alex Seidel,Best Chef: Southwest,"Denver, Colorado",Nominee
Craft,2016,Craft,,Outstanding Restaurant,"New York, New York",Semifinalist
Semilla,2016,Semilla,José Ramírez-Ruiz,Rising Star Chef of the Year,"Brooklyn, New York",Semifinalist
Aatxe,2016,Aatxe,Ryan Pollnow,Rising Star Chef of the Year,"San Francisco, California",Semifinalist
SPQR,2016,SPQR,Matthew Accarrino,Best Chef: West,"San Francisco, California",Nominee
Small Brewpub,2016,Small Brewpub,Misti Norris,Rising Star Chef of the Year,"Dallas, Texas",Semifinalist
Father Greg Boyle,2016,Father Greg Boyle,,Humanitarian of the Year,,Winner
The Rookery,2016,The Rookery,Beau Schooler,Rising Star Chef of the Year,"Juneau, Alaska",Semifinalist
Acquerello,2016,Acquerello,,Outstanding Restaurant,"San Francisco, California",Semifinalist
The NoMad,2016,The NoMad,James Kent,Best Chef: New York City,"New York, New York",Semifinalist
Crafthouse,2016,Crafthouse,Charles Joly,"Outstanding Wine, Spirits, or Beer Professional","Chicago, Illinois",Semifinalist
,2016,,,Best New Restaurant,"San Diego, California",Semifinalist
,2016,,,Best New Restaurant,"Portland, Oregon",Semifinalist
The Refinery,2016,The Refinery,Greg Baker,Best Chef: South,"Tampa, Florida",Semifinalist
Imperial,2016,Imperial,Doug Adams,Rising Star Chef of the Year,"Portland, Oregon",Semifinalist
,2016,,,Best New Restaurant,"Las Vegas, Nevada",Semifinalist
Madcapra at Grand Central Market,2016,Madcapra at Grand Central Market,Sarah Kramer,Rising Star Chef of the Year,"Los Angeles, California",Semifinalist
,2016,,,Best New Restaurant,"Los Angeles, California",Semifinalist
Nomad,2016,Nomad,Ali Matteis,Rising Star Chef of the Year,"Portland, Oregon",Semifinalist
,2016,,,Best New Restaurant,"Miami, Florida",Semifinalist
,2016,,,Best New Restaurant,"Washington, District of Columbia",Semifinalist
Untitled,2016,Untitled,Renzo Piano Building Workshop,Outstanding Restaurant Design (75 Seats and Under),"New York, New York",Winner
Jim Lahey,2016,Jim Lahey,,Who's Who of Food & Beverage in America,,Winner
"(Hugo’s, Caracol, Backstreet Café)",2016,"(Hugo’s, Caracol, Backstreet Café)",Tracy Vaught,Outstanding Restaurateur,"Houston, Texas",Semifinalist
The Boston Beer Company,2016,The Boston Beer Company,Jim Koch,"Outstanding Wine, Spirits, or Beer Professional","Boston, Massachusetts",Semifinalist
Fisher's Upstairs at Orange Beach Marina,2016,Fisher's Upstairs at Orange Beach Marina,Bill Briand,Best Chef: South,"Orange Beach, Alabama",Semifinalist
"Strategic Hospitality (The Catbird Seat, Pinewood Social, The Patterson House, and others)",2016,"Strategic Hospitality (The Catbird Seat, Pinewood Social, The Patterson House, and others)",Benjamin & Max Goldberg,Outstanding Restaurateur,"Nashville, Tennessee",Semifinalist
Octavia,2016,Octavia,Melissa Perello,Best Chef: West,"San Francisco, California",Semifinalist
"(Eastern Standard Kitchen & Drinks, Island Creek Oyster Bar, Row 34, The Hawthorne, Branch Line)",2016,"(Eastern Standard Kitchen & Drinks, Island Creek Oyster Bar, Row 34, The Hawthorne, Branch Line)",Garrett Harker,Outstanding Restaurateur,"Boston, Massachusetts",Semifinalist
"Patachou Inc. (Café Patachou, Petite Chou Bistro, Napolese, and others)",2016,"Patachou Inc. (Café Patachou, Petite Chou Bistro, Napolese, and others)",Martha Hoover,Outstanding Restaurateur,"Indianapolis, Indiana",Semifinalist
Gina Gallo,2016,Gina Gallo,,Who's Who of Food & Beverage in America,,Winner
Del Maguey Single Village Mezcal,2016,Del Maguey Single Village Mezcal,Ron Cooper,"Outstanding Wine, Spirits, or Beer Professional","Ranchos de Taos, New Mexico",Winner
RM Seafood,2016,RM Seafood,Rick Moonen,Best Chef: West,"Las Vegas, Nevada",Semifinalist
"(The Optimist, St. Cecilia, State of Grace, and others)",2016,"(The Optimist, St. Cecilia, State of Grace, and others)",Ford Fry,Outstanding Restaurateur,"Atlanta, Georgia",Semifinalist
"(Holly Hill Inn, Windy Corner, Wallace Station Deli, Smithtown Seafood, and others)",2016,"(Holly Hill Inn, Windy Corner, Wallace Station Deli, Smithtown Seafood, and others)",Ouita Michel,Outstanding Restaurateur,"Lexington, Kentucky",Semifinalist
Taco Maria,2016,Taco Maria,Carlos Salgado,Best Chef: West,"Costa Mesta, California",Semifinalist
"Ethan Stowell Restaurants (Staple & Fancy, How to Cook a Wolf, Anchovies & Olives, and others)",2016,"Ethan Stowell Restaurants (Staple & Fancy, How to Cook a Wolf, Anchovies & Olives, and others)",Ethan Stowell,Outstanding Restaurateur,"Seattle, Washington",Semifinalist
Bestia,2016,Bestia,Ori Menashe,Best Chef: West,"Los Angeles, California",Semifinalist
"(Chego, Sunny Spot, A-Frame, Pot, LocoL)",2016,"(Chego, Sunny Spot, A-Frame, Pot, LocoL)",Roy Choi,Outstanding Restaurateur,"Los Angeles, California",Semifinalist
"Bonanno Concepts (Mizuna, Luca, Osteria Marco, and others)",2016,"Bonanno Concepts (Mizuna, Luca, Osteria Marco, and others)",Frank Bonanno,Outstanding Restaurateur,"Denver, Colorado",Semifinalist
Upperline,2016,Upperline,JoAnn Clevenger,Outstanding Restaurateur,New Orleans,Semifinalist
Ed Levine,2016,Ed Levine,,Who's Who of Food & Beverage in America,,Winner
Town,2016,Town,Ed Kenney,Best Chef: West,"Honolulu, Hawaii",Semifinalist
Del Campo,2016,Del Campo,Victor Albisu,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
Alden & Harlow,2016,Alden & Harlow,Michael Scelfo,Best Chef: Northeast,"Cambridge, Massachusetts",Semifinalist
Fish & Game,2016,Fish & Game,Zakary Pelaccio,Best Chef: Northeast,"Hudson, New York",Winner
Buvette,2016,Buvette,Jody Williams,Best Chef: New York City,"New York, New York",Nominee
Eleven Madison Park,2016,Eleven Madison Park,,Outstanding Service,"New York, New York",Winner
La Merienda at Los Poblanos,2016,La Merienda at Los Poblanos,Jonathan Perno,Best Chef: Southwest,"Los Ranchos de Albuquerque, New Mexico",Semifinalist
Peter Chang,2016,Peter Chang,Peter Chang,Best Chef: Mid-Atlantic,"Arlington, Virginia",Nominee
Restaurant Martin,2016,Restaurant Martin,Martin Rios,Best Chef: Southwest,"Sante Fe, New Mexico",Semifinalist
Jennifer James 101,2016,Jennifer James 101,Jennifer James,Best Chef: Southwest,"Albuquerque, New Mexico",Semifinalist
"(Mustards Grill, Cindy's Backstreet Kitchen, Cindy's Waterfront at the Monterey Bay Aquarium)",2016,"(Mustards Grill, Cindy's Backstreet Kitchen, Cindy's Waterfront at the Monterey Bay Aquarium)",Cindy Pawlcyn,Outstanding Restaurateur,"Napa, California",Nominee
Buffalo Trace Distillery,2016,Buffalo Trace Distillery,Harlen Wheatley,"Outstanding Wine, Spirits, or Beer Professional","Frankfort, Kentucky",Nominee
Binkley's,2016,Binkley's,Kevin Binkley,Best Chef: Southwest,"Cave Creek, Arizona",Semifinalist
Osteria Mozza,2016,Osteria Mozza,Dahlia Narvaez,Outstanding Pastry Chef,"Los Angeles, California",Winner
Forage,2016,Forage,Bowman Brown,Best Chef: Southwest,"Salt Lake City, Utah",Semifinalist
Arnaud's French 75 Bar,2016,Arnaud's French 75 Bar,,Outstanding Bar Program,"New Orleans, Louisiana",Nominee
Terra at the Four Seasons Resort Rancho Encantado,2016,Terra at the Four Seasons Resort Rancho Encantado,Andrew Cooper,Best Chef: Southwest,"Santa Fe, New Mexico",Semifinalist
5 Fusion and Sushi Bar,2016,5 Fusion and Sushi Bar,Joe Kim,Best Chef: Northwest,"Bend, Oregon",Semifinalist
Strip-T’s,2016,Strip-T’s,,Outstanding Service,"Watertown, Massachusetts",Semifinalist
"Element 47, The Little Nell",2016,"Element 47, The Little Nell",,Outstanding Wine Program,"Aspen, Colorado",Semifinalist
State &Lemp,2016,State &Lemp,Kris Komori,Best Chef: Northwest,"Boise, Idaho",Semifinalist
Studio at the Montage,2016,Studio at the Montage,,Outstanding Wine Program,"Laguna Beach, California",Semifinalist
Four Seasons Resort & Club Dallas at Las Colinas,2016,Four Seasons Resort & Club Dallas at Las Colinas,,Outstanding Wine Program,"Irving, Texas",Semifinalist
Marcus Samuelsson,2016,Marcus Samuelsson,,Who's Who of Food & Beverage in America,,Winner
The Macintosh,2016,The Macintosh,Jeremiah Bacon,Best Chef: Southeast,"Charleston, South Carolina",Semifinalist
,2016,,Matthew  Rosenzweig,Outstanding Baker,"Atlantic Highlands, New Jersey",Semifinalist
The Wandering Table,2016,The Wandering Table,Adam Hegsted,Best Chef: Northwest,"Spokane, Washington",Semifinalist
Maketto,2016,Maketto,Erik Bruner-Yang,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
Toups' Meatery,2016,Toups' Meatery,Isaac Toups,Best Chef: South,"New Orleans, Louisiana",Nominee
Lark,2016,Lark,,Outstanding Restaurant,"Seattle, Washington",Semifinalist
Parallax,2016,Parallax,Zack Bruell,Best Chef: Great Lakes,"Cleveland, Ohio",Semifinalist
Nick's on Broadway,2016,Nick's on Broadway,Derek Wagner,Best Chef: Northeast,"Providence, Rhode Island",Semifinalist
City House,2016,City House,Tandy Wilson,Best Chef: Southeast,"Nashville, Tennessee",Winner
Cindy’s Rooftop Restaurant,2016,Cindy’s Rooftop Restaurant,Roman and Williams Buildings and Interiors,Outstanding Restaurant Design (76 Seats and Over),"Chicago, Illinois",Nominee
a(MUSE),2016,a(MUSE),Hari Cameron,Best Chef: Mid-Atlantic,"Rehoboth Beach, Delaware",Semifinalist
Rare Wine Co.,2016,Rare Wine Co.,Mannie Berk,"Outstanding Wine, Spirits, or Beer Professional","Brisbane, California",Semifinalist
A.O.C.,2016,A.O.C.,,Outstanding Restaurant,"Los Angeles, California",Semifinalist
"Untitled, NYC",2016,"Untitled, NYC",Renzo Piano Building Workshop,Outstanding Restaurant Design (75 Seats and Under),"New York, New York",Winner
,2016,,,Best New Restaurant,"Cambridge, Massachusetts",Semifinalist
Cherry Circle Room,2016,Cherry Circle Room,Land and Sea Dept.,Outstanding Restaurant Design (76 Seats and Over),"Chicago, Illinois",Winner
,2016,,,Best New Restaurant,"Santa Monica, California",Semifinalist
Barbuto,2016,Barbuto,Jonathan Waxman,Best Chef: New York City,"New York, New York",Winner
,2016,,,Best New Restaurant,"San Francisco, California",Semifinalist
Caracol,2016,Caracol,Hugo Ortega,Best Chef: Southwest,"Houston, Texas",Nominee
Alex Von Bidder,2016,Alex Von Bidder,,Design Icon,"New York, New York",Winner
"Blau and Associates, Las Vegas (Honey Salt, Made LV, Andiron, and others)",2016,"Blau and Associates, Las Vegas (Honey Salt, Made LV, Andiron, and others)",Kim Canteenwalla,Outstanding Restaurateur,"Las Vegas, Nevada",Semifinalist
Rancho de Chimayo Restaurante,2016,Rancho de Chimayo Restaurante,,America's Classics,"Chimayo, New Mexico",Winner
Husk,2016,Husk,Sean Brock,Outstanding Chef,"Nashville, Tennessee",Nominee
Matt’s Place,2016,Matt’s Place,,America's Classics,"Butte, Montana",Winner
Bully’s Restaurant,2016,Bully’s Restaurant,,America's Classics,"Jackson, Mississippi",Winner
Brooks’ House of Bar-B-Q,2016,Brooks’ House of Bar-B-Q,,America's Classics,"Oneonta, New York",Winner
,2016,,,Best New Restaurant,"Chicago, Illinois",Semifinalist
Alley Light,2016,Alley Light,Jose De Brito,Best Chef: Mid-Atlantic,"Charlottesville, Virginia",Semifinalist
Lucques,2016,Lucques,Suzanne Goin,Outstanding Chef,"Los Angeles, California",Winner
The St. Regis Bal Harbour Resort,2016,The St. Regis Bal Harbour Resort,Antonio Bachour,Outstanding Pastry Chef,"Bal Harbour, Florida",Semifinalist
Al Ameer Restaurant,2016,Al Ameer Restaurant,,America's Classics,"Dearborn, Michigan",Winner
The Grill Room,2016,The Grill Room,Aggie Chin,Outstanding Pastry Chef,"Washington, District of Columbia",Semifinalist
Vetri,2016,Vetri,Marc Vetri,Outstanding Chef,"Philadelphia, Pennsylvania",Semifinalist
Poppy,2016,Poppy,Jerry Traunfeld,Outstanding Chef,"Seattle, Washington",Semifinalist
Bruno,2016,Bruno,Demian Repucci Design,Outstanding Restaurant Design (75 Seats and Under),"New York, New York",Winner
Commander's Palace,2016,Commander's Palace,,Outstanding Wine Program,"New Orleans, Louisiana",Nominee
Tired Hands Fermentaria,2016,Tired Hands Fermentaria,,Outstanding Bar Program,"Ardmore, Pennsylvania",Semifinalist
Aubergine at L’Auberge Carmel,2016,Aubergine at L’Auberge Carmel,Justin Cogley,Best Chef: West,"Carmel, California",Semifinalist
Le Virtu,2016,Le Virtu,Joe Cicala,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Semifinalist
Rioja,2016,Rioja,Jennifer Jasinski,Outstanding Chef,"Denver, Colorado",Semifinalist
Poole’s Downtown Diner,2016,Poole’s Downtown Diner,Ashley Christensen,Outstanding Chef,"Raleigh, North Carolina",Semifinalist
"The Spotted Pig, The Breslin, Tosca Cafe, and others",2016,"The Spotted Pig, The Breslin, Tosca Cafe, and others",Ken Friedman,Outstanding Restaurateur,"New York, New York",Winner
Barmini,2015,Barmini,,Outstanding Bar Program,"Washington, District of Columbia",Semifinalist
Bazaar Meat by Jose Andres,2015,Bazaar Meat by Jose Andres,,Best New Restaurant,"Las Vegas, Nevada",Semifinalist
Rye on the Road,2015,Rye on the Road,Jon Gasparini,"Outstanding Wine, Spirits, or Beer Professional","San Francisco, California",Semifinalist
Domenica,2015,Domenica,Alon Shaya,Best Chef: South,"New Orleans, Louisiana",Winner
Sullivan Street Bakery,2015,Sullivan Street Bakery,Jim Lahey,Outstanding Baker,"New York, New York",Winner
Millwright's,2015,Millwright's,Tyler Anderson,Best Chef: Northeast,"Simsbury, Connecticut",Semifinalist
"Big Burrito Restaurant Group (Casbah, Eleven, Kaya, and others)",2015,"Big Burrito Restaurant Group (Casbah, Eleven, Kaya, and others)",Bill Fuller,Outstanding Restaurateur,"Pittsburgh, Pennsylvania",Semifinalist
Abe Fisher,2015,Abe Fisher,,Best New Restaurant,"Philadelphia, Pennsylvania",Semifinalist
Proof,2015,Proof,Sean Wilson,Best Chef: Midwest,"Des Moines, Iowa",Semifinalist
Travail Kitchen and Amusements,2015,Travail Kitchen and Amusements,James Winberg,Best Chef: Midwest,"Robbinsdale, Minnesota",Semifinalist
The Whale Wins,2015,The Whale Wins,Renee Erickson,Best Chef: Northwest,"Seattle, Washington",Nominee
Marcel's,2015,Marcel's,,Outstanding Service,"Washington, District of Columbia",Semifinalist
The Modern Hotel & Bar,2015,The Modern Hotel & Bar,Nathan Whitley,Best Chef: Northwest,"Boise, Idaho",Semifinalist
Restaurant Orsay,2015,Restaurant Orsay,Brian Whittington,Best Chef: South,"Jacksonville, Florida",Semifinalist
Vetri Family,2015,Vetri Family,Steve Wildy,"Outstanding Wine, Spirits, or Beer Professional","Philadelphia, Pennsylvania",Semifinalist
Starr Restaurants,2015,Starr Restaurants,Stephen Starr,Outstanding Restaurateur,"Philadelphia, Pennsylvania",Nominee
La Toque,2015,La Toque,,Outstanding Wine Program,"Napa, California",Semifinalist
Della Fattoria,2015,Della Fattoria,Kathleen Weber,Outstanding Baker,"Petaluma, California",Semifinalist
Black Market,2015,Black Market,Micah Frank,Best Chef: Great Lakes,"Indianapolis, Indiana",Semifinalist
Nathalie Dupree,2015,Nathalie Dupree,,Who's Who of Food & Beverage in America,"Charleston, South Carolina",Winner
"Fox Restaurant Concepts (The Arrogrant Butcher, Culinary Dropout, Olive & Ivy, and others)",2015,"Fox Restaurant Concepts (The Arrogrant Butcher, Culinary Dropout, Olive & Ivy, and others)",Sam Fox,Outstanding Restaurateur,"Phoenix, Arizona",Semifinalist
The American Restaurant,2015,The American Restaurant,Nick Wesemann,Outstanding Pastry Chef,"Kansas City, Missouri",Semifinalist
Wylie Dufresne,2015,Wylie Dufresne,,Who's Who of Food & Beverage in America,"New York, New York",Winner
The Ivy Inn,2015,The Ivy Inn,Angelo Vangelopoulos,Best Chef: Mid-Atlantic,"Charlottesville, Virginia",Semifinalist
Community Table,2015,Community Table,Joel Viehland,Best Chef: Northeast,"Washington, Connecticut",Semifinalist
Three Floyds Brewing,2015,Three Floyds Brewing,Simon Floyd,"Outstanding Wine, Spirits, or Beer Professional","Munster, Indiana",Semifinalist
Hen of the Wood,2015,Hen of the Wood,Eric Warnstedt,Best Chef: Northeast,"Waterbury, Vermont",Semifinalist
Restaurant August,2015,Restaurant August,,Outstanding Service,"New Orleans, Louisiana",Nominee
"(The Optimist, King + Duke, JCT. Kitchen & Bar, and others)",2015,"(The Optimist, King + Duke, JCT. Kitchen & Bar, and others)",Ford Fry,Outstanding Restaurateur,"Atlanta, Georgia",Semifinalist
Homestead on the Roof,2015,Homestead on the Roof,Christopher Teixeira,Rising Star Chef of the Year,"Chicago, Illinois",Semifinalist
Odd Duck,2015,Odd Duck,Sam Hellman-Mass,Rising Star Chef of the Year,"Austin, Texas",Semifinalist
Little T American Baker,2015,Little T American Baker,Tim Healea,Outstanding Baker,"Portland, Oregon",Semifinalist
Maude,2015,Maude,,Best New Restaurant,"Beverly Hills, California",Semifinalist
Workshop Kitchen + Bar,2015,Workshop Kitchen + Bar,SOMA,Outstanding Restaurant Design (76 Seats and Over),"Palm Springs, California",Winner
Guelaguetza,2015,Guelaguetza,,America's Classics,"Los Angeles, California",Winner
Nana's,2015,Nana's,Scott Howell,Best Chef: Southeast,"Durham, North Carolina",Semifinalist
Dale Degroff,2015,Dale Degroff,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Beaumont Inn,2015,Beaumont Inn,,America's Classics,"Harrodsburg, Kentucky",Winner
The Barn at Blackberry Farm,2015,The Barn at Blackberry Farm,,Outstanding Service,"Walland, Tennessee",Winner
"(Island Creek Oyster Bar, Eastern Standard Kitchen & Drinks, the Hawthorne, and others)",2015,"(Island Creek Oyster Bar, Eastern Standard Kitchen & Drinks, the Hawthorne, and others)",Garrett Harker,Outstanding Restaurateur,"Boston, Massachusetts",Semifinalist
Lazy Bear,2015,Lazy Bear,,Best New Restaurant,"San Francisco, California",Semifinalist
"Blau and Associates (Honey Slat, Made. LV, Simon Restaurant and Lounge, and others)",2015,"Blau and Associates (Honey Slat, Made. LV, Simon Restaurant and Lounge, and others)",Elizabeth Blau,Outstanding Restaurateur,"Las Vegas, Nevada",Semifinalist
The Rieger Hotel Grill & Exchange,2015,The Rieger Hotel Grill & Exchange,Howard Hanna,Best Chef: Midwest,"Kansas City, Missouri",Semifinalist
Bern's Steak House,2015,Bern's Steak House,,Outstanding Wine Program,"Tampa, Florida",Nominee
L'Espalier,2015,L'Espalier,,Outstanding Service,"Boston, Massachusetts",Semifinalist
Sante,2015,Sante,Jeremy Hansen,Best Chef: Northwest,"Spokane, Washington",Semifinalist
Langbaan,2015,Langbaan,,Best New Restaurant,"Portland, Oregon",Semifinalist
Hogstone Wood Oven,2015,Hogstone Wood Oven,Jay Blackinton,Rising Star Chef of the Year,"Orcas Island, Washington",Semifinalist
The Roosevelt,2015,The Roosevelt,Lee Gregory,Best Chef: Mid-Atlantic,"Richmond, Virginia",Semifinalist
Lusca,2015,Lusca,,Best New Restaurant,"Atlanta, Georgia",Semifinalist
Hungry Mother,2015,Hungry Mother,Barry Maiden,Best Chef: Northeast,"Cambridge, Massachusetts",Winner
Eatery A,2015,Eatery A,Nic Gonwa,Rising Star Chef of the Year,"Des Moines, Iowa",Semifinalist
Blackbird,2015,Blackbird,Dana Cree,Outstanding Pastry Chef,"Chicago, Illinois",Nominee
Niche,2015,Niche,Gerard Craft,Best Chef: Midwest,"Clayton, Missouri",Winner
The Violet Hour,2015,The Violet Hour,,Outstanding Bar Program,"Chicago, Illinois",Winner
"Strategic Hospitality (The Catbird Seat, Pinewood Social, Merchants, Patterson House, and others)",2015,"Strategic Hospitality (The Catbird Seat, Pinewood Social, Merchants, Patterson House, and others)",Benjamin & Max Goldberg,Outstanding Restaurateur,"Nashville, Tennessee",Semifinalist
"(Barbette, Bryant-Lake Bowl, Red Stag Supperclub, and others)",2015,"(Barbette, Bryant-Lake Bowl, Red Stag Supperclub, and others)",Kim Bartmann,Outstanding Restaurateur,"Minneapolis, Minnesota",Semifinalist
Le Petit Outre,2015,Le Petit Outre,Leif Bjelland,Outstanding Baker,"Missoula, Montana",Semifinalist
Departure,2015,Departure,Gregory Gourdet,Best Chef: Northwest,"Portland, Oregon",Semifinalist
"Boka Restaurant Group (Boka, Girl & the Goat, GT Fish & Oyster, Momotaro, and others)",2015,"Boka Restaurant Group (Boka, Girl & the Goat, GT Fish & Oyster, Momotaro, and others)",Kevin Boehm,Outstanding Restaurateur,"Chicago, Illinois",Semifinalist
Vidalia,2015,Vidalia,,Outstanding Restaurant,"Washington, District of Columbia",Semifinalist
The General Muir,2015,The General Muir,Todd Ginsberg,Best Chef: Southeast,"Atlanta, Georgia",Semifinalist
Miyake,2015,Miyake,Masa Miyake,Best Chef: Northeast,"Portland, Maine",Nominee
La Folie,2015,La Folie,Jeremy Wayne,Rising Star Chef of the Year,"San Francisco, California",Semifinalist
Mina Restaurants,2015,Mina Restaurants,Michael Mina,Outstanding Restaurateur,"San Francisco, California",Nominee
Greens,2015,Greens,,Outstanding Restaurant,"San Francisco, California",Semifinalist
Hugo's,2015,Hugo's,,Outstanding Wine Program,"Houston, Texas",Semifinalist
Cosme,2015,Cosme,,Best New Restaurant,"New York, New York",Nominee
The Cecil,2015,The Cecil,Joseph Johnson,Rising Star Chef of the Year,"New York, New York",Semifinalist
Restaurant Martin,2015,Restaurant Martin,Martin Rios,Best Chef: Southwest,"Santa Fe, New Mexico",Nominee
Lilly's,2015,Lilly's,Kathy Cary,Best Chef: Southeast,"Louisville, Kentucky",Semifinalist
Bibou,2015,Bibou,Pierre Calmels,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Semifinalist
A(MUSE.),2015,A(MUSE.),Hari Cameron,Best Chef: Mid-Atlantic,"Rehoboth Beach, Delaware",Semifinalist
"(Frankie's 457, Prime Meats, Cafe Pedlar, and others)",2015,"(Frankie's 457, Prime Meats, Cafe Pedlar, and others)",Frank Castronovo,Outstanding Restaurateur,"Brooklyn, New York",Semifinalist
The Franklin Mortgage & Investment Co.,2015,The Franklin Mortgage & Investment Co.,,Outstanding Bar Program,"Philadelphia, Pennsylvania",Semifinalist
Per Se,2015,Per Se,,Outstanding Restaurant,"New York, New York",Nominee
Congress,2015,Congress,David Bull,Best Chef: Southwest,"Austin, Texas",Semifinalist
Boltwood,2015,Boltwood,Brian Huston,Best Chef: Great Lakes,"Evanston, Illinois",Semifinalist
One Off Hospitality Group,2015,One Off Hospitality Group,Donald Madia,Outstanding Restaurateur,"Chicago, Illinois",Winner
Rustica Bakery,2015,Rustica Bakery,Steve Horton,Outstanding Baker,"Minneapolis, Minnesota",Semifinalist
Maricel Presilla,2015,Maricel Presilla,,Who's Who of Food & Beverage in America,"Hoboken, New Jersey",Winner
"Victoria & Albert's, Disney's Grand Floridian Resort & Spa",2015,"Victoria & Albert's, Disney's Grand Floridian Resort & Spa",Scott Hunnel,Best Chef: South,"Lake Buena Vista, Florida",Semifinalist
The Alley Light,2015,The Alley Light,,Best New Restaurant,"Charlottesville, Virginia",Semifinalist
Sally Bell's Kitchen,2015,Sally Bell's Kitchen,,America's Classics,"Richmond, Virginia",Winner
Colonia Verde,2015,Colonia Verde,Condor Construction,Outstanding Restaurant Design (75 Seats and Under),"Brooklyn, New York",Nominee
Strip T's,2015,Strip T's,,Outstanding Service,"Watertown, Massachusetts",Semifinalist
Mustards Grill and Cindy's Back Street Kitchen,2015,Mustards Grill and Cindy's Back Street Kitchen,Cindy Pawlcyn,Outstanding Restaurateur,"Napa, California",Nominee
Boarding House,2015,Boarding House,Tanya Baker,Rising Star Chef of the Year,"Chicago, Illinois",Nominee
Leon's Oyster Shop,2015,Leon's Oyster Shop,Ari Kolender,Rising Star Chef of the Year,"Charleston, South Carolina",Semifinalist
Curate,2015,Curate,Katie Button,Best Chef: Southeast,"Ashville, North Carolina",Semifinalist
Greenhouse Tavern,2015,Greenhouse Tavern,Jonathon Sawyer,Best Chef: Great Lakes,"Cleveland, Ohio",Winner
The Flaky Tart,2015,The Flaky Tart,Marie Jackson,Outstanding Baker,"Atlantic Highlands, New Jersey",Semifinalist
Brigtsen's,2015,Brigtsen's,,Outstanding Service,"New Orleans, Louisiana",Semifinalist
Jack Sprat,2015,Jack Sprat,Andrew Brown,Best Chef: Northwest,"Girdwood, Alaska",Semifinalist
Sam Salvaje,2015,Sam Salvaje,,Best New Restaurant,"Dallas, Texas",Semifinalist
